app.js:7174 📦 [DATABASE STARTUP] Inspección de data-bundle.json
app.js:883 🏎️ [SPEED MATH] arcaninehisui | Speed Base: 90 | EV/IV Calc: 125 | Habilidad/Objeto/Viento Afín(Mod): 1 | VELOCIDAD FINAL: 125
app.js:1204 💥 [DAMAGE MATH] venusaur usa Sludgebomb vs charizardmegay | BP: 90 | Atk: 136 / Def: 135 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 53 - 62
app.js:1204 💥 [DAMAGE MATH] venusaur usa Gigadrain vs whimsicott | BP: 75 | Atk: 136 / Def: 95 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 31 - 36
app.js:1204 💥 [DAMAGE MATH] venusaur usa Weatherball vs whimsicott | BP: 50 | Atk: 136 / Def: 95 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 28 - 33
app.js:1204 💥 [DAMAGE MATH] venusaur usa Sludgebomb vs whimsicott | BP: 90 | Atk: 136 / Def: 95 | Modificadores: STAB(1.5), Efectividad(4), Clima(1), Spread(1) | Rango: 299 - 352
app.js:1204 💥 [DAMAGE MATH] venusaur usa Gigadrain vs aegislash | BP: 75 | Atk: 136 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 19 - 22
app.js:1204 💥 [DAMAGE MATH] venusaur usa Weatherball vs aegislash | BP: 50 | Atk: 136 / Def: 160 | Modificadores: STAB(1), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] venusaur usa Sludgebomb vs aegislash | BP: 90 | Atk: 136 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:883 🏎️ [SPEED MATH] aegislash | Speed Base: 60 | EV/IV Calc: 83 | Habilidad/Objeto/Viento Afín(Mod): 1 | VELOCIDAD FINAL: 83
app.js:1204 💥 [DAMAGE MATH] aegislash usa Shadowsneak vs arcaninehisui | BP: 40 | Atk: 81 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 20 - 24
app.js:1204 💥 [DAMAGE MATH] aegislash usa Poltergeist vs arcaninehisui | BP: 110 | Atk: 81 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 52 - 61
app.js:1204 💥 [DAMAGE MATH] aegislash usa Shadowsneak vs azumarill | BP: 40 | Atk: 81 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 20 - 24
app.js:1204 💥 [DAMAGE MATH] aegislash usa Poltergeist vs azumarill | BP: 110 | Atk: 81 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 52 - 61
app.js:1204 💥 [DAMAGE MATH] aegislash usa Shadowsneak vs kingambit | BP: 40 | Atk: 81 / Def: 140 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 7 - 9
app.js:1204 💥 [DAMAGE MATH] aegislash usa Poltergeist vs kingambit | BP: 110 | Atk: 81 / Def: 140 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 19 - 22
app.js:1204 💥 [DAMAGE MATH] aegislash usa Shadowsneak vs farigiraf | BP: 40 | Atk: 81 / Def: 90 | Modificadores: STAB(1.5), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] aegislash usa Poltergeist vs farigiraf | BP: 110 | Atk: 81 / Def: 90 | Modificadores: STAB(1.5), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] aegislash usa Shadowsneak vs tyranitar | BP: 40 | Atk: 81 / Def: 130 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 8 - 9
app.js:1204 💥 [DAMAGE MATH] aegislash usa Poltergeist vs tyranitar | BP: 110 | Atk: 81 / Def: 130 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 20 - 24
app.js:1204 💥 [DAMAGE MATH] aegislash usa Shadowsneak vs excadrillmega | BP: 40 | Atk: 81 / Def: 120 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 17 - 20
app.js:1204 💥 [DAMAGE MATH] aegislash usa Poltergeist vs excadrillmega | BP: 110 | Atk: 81 / Def: 120 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 44 - 52
app.js:1204 💥 [DAMAGE MATH] aegislash usa Shadowsneak vs charizardmegay | BP: 40 | Atk: 81 / Def: 98 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 21 - 24
app.js:1204 💥 [DAMAGE MATH] aegislash usa Poltergeist vs charizardmegay | BP: 110 | Atk: 81 / Def: 98 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 53 - 63
app.js:1204 💥 [DAMAGE MATH] aegislash usa Shadowsneak vs whimsicott | BP: 40 | Atk: 81 / Def: 105 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 19 - 23
app.js:1204 💥 [DAMAGE MATH] aegislash usa Poltergeist vs whimsicott | BP: 110 | Atk: 81 / Def: 105 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 50 - 59
app.js:1204 💥 [DAMAGE MATH] aegislash usa Shadowsneak vs venusaur | BP: 40 | Atk: 81 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 20 - 23
app.js:1204 💥 [DAMAGE MATH] aegislash usa Poltergeist vs venusaur | BP: 110 | Atk: 81 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 51 - 60
app.js:4533 [EVAL] Aliados: Arcanine+Farigiraf | VS Previsto: Azumarill+Whimsicott | Puntuación Real: -100 | Estrategia: Riesgo Crítico: Azumarill supera en velocidad y hace OHKO a Arcanine.
app.js:4533 [EVAL] Aliados: Arcanine+Kingambit | VS Previsto: Azumarill+Whimsicott | Puntuación Real: -100 | Estrategia: Riesgo Crítico: Azumarill supera en velocidad y hace OHKO a Arcanine.
app.js:4533 [EVAL] Aliados: Arcanine+Kingambit | VS Previsto: Azumarill+Whimsicott | Puntuación Real: -100 | Estrategia: Riesgo Crítico: Azumarill supera en velocidad y hace OHKO a Arcanine.
app.js:4533 [EVAL] Aliados: Arcanine+Farigiraf | VS Previsto: Whimsicott+Azumarill | Puntuación Real: -100 | Estrategia: Riesgo Crítico: Azumarill supera en velocidad y hace OHKO a Arcanine.
app.js:4533 [EVAL] Aliados: Arcanine+Azumarill | VS Previsto: Azumarill+Whimsicott | Puntuación Real: -100 | Estrategia: Riesgo Crítico: Azumarill supera en velocidad y hace OHKO a Arcanine.
app.js:4533 [EVAL] Aliados: Arcanine+Excadrill Mega | VS Previsto: Azumarill+Whimsicott | Puntuación Real: -100 | Estrategia: Riesgo Crítico: Azumarill supera en velocidad y hace OHKO a Arcanine.
app.js:4533 [EVAL] Aliados: Arcanine+Farigiraf | VS Previsto: Azumarill+Whimsicott | Puntuación Real: -100 | Estrategia: Riesgo Crítico: Azumarill supera en velocidad y hace OHKO a Arcanine.
app.js:4533 [EVAL] Aliados: Arcanine+Kingambit | VS Previsto: Azumarill+Charizard | Puntuación Real: -100 | Estrategia: Riesgo Crítico: Azumarill supera en velocidad y hace OHKO a Arcanine.
app.js:4533 [EVAL] Aliados: Arcanine+Kingambit | VS Previsto: Azumarill+Whimsicott | Puntuación Real: -100 | Estrategia: Riesgo Crítico: Azumarill supera en velocidad y hace OHKO a Arcanine.
app.js:4533 [EVAL] Aliados: Arcanine+Farigiraf | VS Previsto: Azumarill+Whimsicott | Puntuación Real: -100 | Estrategia: Riesgo Crítico: Azumarill supera en velocidad y hace OHKO a Arcanine.
app.js:4533 [EVAL] Aliados: Kingambit+Farigiraf | VS Previsto: Whimsicott+Azumarill | Puntuación Real: 24 | Estrategia: Nuestro Kingambit frena a su Whimsicott con daño x2. Clima rival detectado.
app.js:4533 [EVAL] Aliados: Kingambit+Farigiraf | VS Previsto: Azumarill+Whimsicott | Puntuación Real: 46 | Estrategia: Nuestro Kingambit frena a su Whimsicott con daño x2. Clima rival detectado.
app.js:4533 [EVAL] Aliados: Kingambit+Excadrill Mega | VS Previsto: Whimsicott+Venusaur | Puntuación Real: 54 | Estrategia: Nuestro Kingambit frena a su Whimsicott con daño x2. Mientras Nuestro Excadrill Mega frena a su Whimsicott con daño x2. Clima rival detectado.
app.js:4533 [EVAL] Aliados: Farigiraf+Excadrill Mega | VS Previsto: Whimsicott+Azumarill | Puntuación Real: 41 | Estrategia: Nuestro Excadrill Mega frena a su Whimsicott con daño x2.
app.js:4533 [EVAL] Aliados: Kingambit+Farigiraf | VS Previsto: Whimsicott+Azumarill | Puntuación Real: 32 | Estrategia: Nuestro Kingambit frena a su Whimsicott con daño x2. Clima rival detectado.
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Flareblitz vs charizardmegay | BP: 120 | Atk: 139 / Def: 98 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1.5), Spread(1) | Rango: 73 - 86
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Headsmash vs charizardmegay | BP: 150 | Atk: 139 / Def: 98 | Modificadores: STAB(1.5), Efectividad(4), Clima(1), Spread(1) | Rango: 487 - 573
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Extremespeed vs charizardmegay | BP: 80 | Atk: 139 / Def: 98 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 44 - 51
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Closecombat vs charizardmegay | BP: 120 | Atk: 139 / Def: 98 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 32 - 38
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Flareblitz vs whimsicott | BP: 120 | Atk: 139 / Def: 105 | Modificadores: STAB(1.5), Efectividad(2), Clima(1.5), Spread(1) | Rango: 275 - 323
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Headsmash vs whimsicott | BP: 150 | Atk: 139 / Def: 105 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 113 - 134
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Extremespeed vs whimsicott | BP: 80 | Atk: 139 / Def: 105 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 41 - 48
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Closecombat vs whimsicott | BP: 120 | Atk: 139 / Def: 105 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 30 - 35
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Flareblitz vs farigiraf | BP: 120 | Atk: 139 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1.5), Spread(1) | Rango: 159 - 187
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Headsmash vs farigiraf | BP: 150 | Atk: 139 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 132 - 155
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Extremespeed vs farigiraf | BP: 80 | Atk: 139 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 47 - 56
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Closecombat vs farigiraf | BP: 120 | Atk: 139 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 71 - 83
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Flareblitz vs venusaur | BP: 120 | Atk: 139 / Def: 103 | Modificadores: STAB(1.5), Efectividad(2), Clima(1.5), Spread(1) | Rango: 280 - 329
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Headsmash vs venusaur | BP: 150 | Atk: 139 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 116 - 136
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Extremespeed vs venusaur | BP: 80 | Atk: 139 / Def: 103 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 42 - 49
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Closecombat vs venusaur | BP: 120 | Atk: 139 / Def: 103 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 31 - 36
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Flareblitz vs aegislash | BP: 120 | Atk: 139 / Def: 160 | Modificadores: STAB(1.5), Efectividad(2), Clima(1.5), Spread(1) | Rango: 183 - 215
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Headsmash vs aegislash | BP: 150 | Atk: 139 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 37 - 44
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Extremespeed vs aegislash | BP: 80 | Atk: 139 / Def: 160 | Modificadores: STAB(1), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Closecombat vs aegislash | BP: 120 | Atk: 139 / Def: 160 | Modificadores: STAB(1), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Flareblitz vs azumarill | BP: 120 | Atk: 139 / Def: 100 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1.5), Spread(1) | Rango: 72 - 84
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Headsmash vs azumarill | BP: 150 | Atk: 139 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 119 - 140
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Extremespeed vs azumarill | BP: 80 | Atk: 139 / Def: 100 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 43 - 50
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Closecombat vs azumarill | BP: 120 | Atk: 139 / Def: 100 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 32 - 37
app.js:1204 💥 [DAMAGE MATH] azumarill usa Aquajet vs charizardmegay | BP: 40 | Atk: 162 / Def: 98 | Modificadores: STAB(1.5), Efectividad(2), Clima(0.5), Spread(1) | Rango: 39 - 46
app.js:1204 💥 [DAMAGE MATH] azumarill usa Playrough vs charizardmegay | BP: 90 | Atk: 162 / Def: 98 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 43 - 50
app.js:1204 💥 [DAMAGE MATH] azumarill usa Liquidation vs charizardmegay | BP: 85 | Atk: 162 / Def: 98 | Modificadores: STAB(1.5), Efectividad(2), Clima(0.5), Spread(1) | Rango: 81 - 95
app.js:1204 💥 [DAMAGE MATH] azumarill usa Aquajet vs whimsicott | BP: 40 | Atk: 162 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(0.5), Spread(1) | Rango: 9 - 10
app.js:1204 💥 [DAMAGE MATH] azumarill usa Playrough vs whimsicott | BP: 90 | Atk: 162 / Def: 105 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 80 - 94
app.js:1204 💥 [DAMAGE MATH] azumarill usa Liquidation vs whimsicott | BP: 85 | Atk: 162 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(0.5), Spread(1) | Rango: 19 - 22
app.js:1204 💥 [DAMAGE MATH] azumarill usa Aquajet vs farigiraf | BP: 40 | Atk: 162 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(0.5), Spread(1) | Rango: 21 - 25
app.js:1204 💥 [DAMAGE MATH] azumarill usa Playrough vs farigiraf | BP: 90 | Atk: 162 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 93 - 109
app.js:1204 💥 [DAMAGE MATH] azumarill usa Liquidation vs farigiraf | BP: 85 | Atk: 162 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(0.5), Spread(1) | Rango: 44 - 51
app.js:1204 💥 [DAMAGE MATH] azumarill usa Aquajet vs venusaur | BP: 40 | Atk: 162 / Def: 103 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(0.5), Spread(1) | Rango: 9 - 11
app.js:1204 💥 [DAMAGE MATH] azumarill usa Playrough vs venusaur | BP: 90 | Atk: 162 / Def: 103 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 40 - 48
app.js:1204 💥 [DAMAGE MATH] azumarill usa Liquidation vs venusaur | BP: 85 | Atk: 162 / Def: 103 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(0.5), Spread(1) | Rango: 19 - 22
app.js:1204 💥 [DAMAGE MATH] azumarill usa Aquajet vs aegislash | BP: 40 | Atk: 162 / Def: 160 | Modificadores: STAB(1.5), Efectividad(1), Clima(0.5), Spread(1) | Rango: 12 - 14
app.js:1204 💥 [DAMAGE MATH] azumarill usa Playrough vs aegislash | BP: 90 | Atk: 162 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 26 - 31
app.js:1204 💥 [DAMAGE MATH] azumarill usa Liquidation vs aegislash | BP: 85 | Atk: 162 / Def: 160 | Modificadores: STAB(1.5), Efectividad(1), Clima(0.5), Spread(1) | Rango: 25 - 29
app.js:1204 💥 [DAMAGE MATH] azumarill usa Aquajet vs azumarill | BP: 40 | Atk: 162 / Def: 100 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(0.5), Spread(1) | Rango: 9 - 11
app.js:1204 💥 [DAMAGE MATH] azumarill usa Playrough vs azumarill | BP: 90 | Atk: 162 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 84 - 99
app.js:1204 💥 [DAMAGE MATH] azumarill usa Liquidation vs azumarill | BP: 85 | Atk: 162 / Def: 100 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(0.5), Spread(1) | Rango: 19 - 23
app.js:1204 💥 [DAMAGE MATH] kingambit usa Suckerpunch vs charizardmegay | BP: 70 | Atk: 174 / Def: 98 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 72 - 85
app.js:1204 💥 [DAMAGE MATH] kingambit usa Kowtowcleave vs charizardmegay | BP: 85 | Atk: 174 / Def: 98 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 87 - 102
app.js:1204 💥 [DAMAGE MATH] kingambit usa Ironhead vs charizardmegay | BP: 80 | Atk: 174 / Def: 98 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 41 - 48
app.js:1204 💥 [DAMAGE MATH] kingambit usa Suckerpunch vs whimsicott | BP: 70 | Atk: 174 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 33 - 39
app.js:1204 💥 [DAMAGE MATH] kingambit usa Kowtowcleave vs whimsicott | BP: 85 | Atk: 174 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 40 - 47
app.js:1204 💥 [DAMAGE MATH] kingambit usa Ironhead vs whimsicott | BP: 80 | Atk: 174 / Def: 105 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 153 - 180
app.js:1204 💥 [DAMAGE MATH] kingambit usa Suckerpunch vs farigiraf | BP: 70 | Atk: 174 / Def: 90 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 156 - 184
app.js:1204 💥 [DAMAGE MATH] kingambit usa Kowtowcleave vs farigiraf | BP: 85 | Atk: 174 / Def: 90 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 189 - 222
app.js:1204 💥 [DAMAGE MATH] kingambit usa Ironhead vs farigiraf | BP: 80 | Atk: 174 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 89 - 105
app.js:1204 💥 [DAMAGE MATH] kingambit usa Suckerpunch vs venusaur | BP: 70 | Atk: 174 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 68 - 81
app.js:1204 💥 [DAMAGE MATH] kingambit usa Kowtowcleave vs venusaur | BP: 85 | Atk: 174 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 83 - 97
app.js:1204 💥 [DAMAGE MATH] kingambit usa Ironhead vs venusaur | BP: 80 | Atk: 174 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 78 - 92
app.js:1204 💥 [DAMAGE MATH] kingambit usa Suckerpunch vs aegislash | BP: 70 | Atk: 174 / Def: 160 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 90 - 106
app.js:1204 💥 [DAMAGE MATH] kingambit usa Kowtowcleave vs aegislash | BP: 85 | Atk: 174 / Def: 160 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 108 - 128
app.js:1204 💥 [DAMAGE MATH] kingambit usa Ironhead vs aegislash | BP: 80 | Atk: 174 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 25 - 30
app.js:1204 💥 [DAMAGE MATH] kingambit usa Suckerpunch vs azumarill | BP: 70 | Atk: 174 / Def: 100 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 35 - 41
app.js:1204 💥 [DAMAGE MATH] kingambit usa Kowtowcleave vs azumarill | BP: 85 | Atk: 174 / Def: 100 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 42 - 50
app.js:1204 💥 [DAMAGE MATH] kingambit usa Ironhead vs azumarill | BP: 80 | Atk: 174 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 80 - 94
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs charizardmegay | BP: 90 | Atk: 147 / Def: 135 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 43 - 50
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs charizardmegay | BP: 90 | Atk: 147 / Def: 135 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 57 - 67
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs whimsicott | BP: 90 | Atk: 147 / Def: 95 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 60 - 71
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs whimsicott | BP: 90 | Atk: 147 / Def: 95 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 80 - 94
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs farigiraf | BP: 90 | Atk: 147 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 63 - 75
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs farigiraf | BP: 90 | Atk: 147 / Def: 90 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 42 - 50
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs venusaur | BP: 90 | Atk: 147 / Def: 120 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 48 - 56
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs venusaur | BP: 90 | Atk: 147 / Def: 120 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 128 - 151
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs aegislash | BP: 90 | Atk: 147 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0), Clima(1), Spread(0.75) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs aegislash | BP: 90 | Atk: 147 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 24 - 28
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs azumarill | BP: 90 | Atk: 147 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 57 - 67
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs azumarill | BP: 90 | Atk: 147 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 76 - 90
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs charizardmegay | BP: 65 | Atk: 173 / Def: 98 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 66 - 78
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs charizardmegay | BP: 100 | Atk: 173 / Def: 98 | Modificadores: STAB(1.5), Efectividad(4), Clima(1), Spread(1) | Rango: 406 - 478
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs charizardmegay | BP: 100 | Atk: 173 / Def: 98 | Modificadores: STAB(1), Efectividad(0), Clima(1), Spread(0.75) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs whimsicott | BP: 65 | Atk: 173 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 31 - 36
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs whimsicott | BP: 100 | Atk: 173 / Def: 105 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 94 - 111
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs whimsicott | BP: 100 | Atk: 173 / Def: 105 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(0.75) | Rango: 23 - 27
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs farigiraf | BP: 65 | Atk: 173 / Def: 90 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 145 - 170
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs farigiraf | BP: 100 | Atk: 173 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 110 - 129
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs farigiraf | BP: 100 | Atk: 173 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(0.75) | Rango: 55 - 64
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs venusaur | BP: 65 | Atk: 173 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 63 - 75
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs venusaur | BP: 100 | Atk: 173 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 96 - 113
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs venusaur | BP: 100 | Atk: 173 / Def: 103 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(0.75) | Rango: 48 - 56
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs aegislash | BP: 65 | Atk: 173 / Def: 160 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 83 - 98
